Database,Schema,Table,Column,Tag,Data Type,Column Length,Nullable,Rows in Table,Notes,How to Mask,How it was Masked,Comments
DBP01,THE,PRMT_AUTHZD_BLK,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,PRMT_AUTHZD_BLK,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update PRMT_AUTHZD_BLK set,
DBP01,THE,PRMT_AUTHZD_BLK,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,PRMT_AUTHZD_BLK,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,PRMT_AUTHZD_BLK,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,4740 rows updated.,
DBP01,THE,PROV_FOREST_USE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,293409,,,,
DBP01,THE,PROV_FOREST_USE,FILE_STATUS_ST,CONFIDENTIAL,VARCHAR2,3,Y,,,,,
DBP01,THE,PROV_FOREST_USE,FILE_STATUS_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,PROV_FOREST_USE,FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,Y,,,,,
DBP01,THE,PROV_FOREST_USE,FOREST_REGION,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,PROV_FOREST_USE,BCTS_ORG_UNIT,PUBLIC,NUMBER,10,Y,,,,,
DBP01,THE,PROV_FOREST_USE,SB_FUNDED_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,PROV_FOREST_USE,DISTRICT_ADMIN_ZONE,PUBLIC,VARCHAR2,4,Y,,,,,
DBP01,THE,PROV_FOREST_USE,MGMT_UNIT_TYPE,PUBLIC,VARCHAR2,1,Y,,,,,
DBP01,THE,PROV_FOREST_USE,MGMT_UNIT_ID,PUBLIC,VARCHAR2,4,Y,,,,,
DBP01,THE,PROV_FOREST_USE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,PROV_FOREST_USE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,THE@masking.nrs.bcgov> update PROV_FOREST_USE set,
DBP01,THE,PROV_FOREST_USE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,PROV_FOREST_USE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,PROV_FOREST_USE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,294148 rows updated.,
DBP01,THE,PROVFOREST_NOTE,PROVFOREST_NOTE_SKEY,PUBLIC,NUMBER,10,N,92836,,,,
DBP01,THE,PROVFOREST_NOTE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,PROVFOREST_NOTE,NOTE,CONFIDENTIAL,VARCHAR2,254,N,,,Set to D or Scramble,,
DBP01,THE,PROVFOREST_NOTE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,THE@masking.nrs.bcgov> update PROVFOREST_NOTE set,
DBP01,THE,PROVFOREST_NOTE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,"  2  Note = 'D',",
DBP01,THE,PROVFOREST_NOTE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  3  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,PROVFOREST_NOTE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,PROVFOREST_NOTE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,93491 rows updated.,
DBP01,THE,PULPWOOD_AGREE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,13,,,,
DBP01,THE,PULPWOOD_AGREE,TOTAL_AAC,CONFIDENTIAL,NUMBER,9,Y,,,,,
DBP01,THE,PULPWOOD_AGREE,CONIFEROUS_AAC,CONFIDENTIAL,NUMBER,9,Y,,,,,
DBP01,THE,PULPWOOD_AGREE,DECIDUOUS_AAC,CONFIDENTIAL,NUMBER,9,Y,,,,,
DBP01,THE,PULPWOOD_AGREE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,THE@masking.nrs.bcgov> update Pulpwood_agree set,
DBP01,THE,PULPWOOD_AGREE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,PULPWOOD_AGREE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,PULPWOOD_AGREE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,13 rows updated.,
DBP01,THE,PULPWOOD_AGREE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RANGE_BILL_INST,RANGE_BILL_INST_ID,PUBLIC,NUMBER,10,N,100554,,,,
DBP01,THE,RANGE_BILL_INST,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,RANGE_BILL_INST,CALENDAR_YEAR,PUBLIC,NUMBER,4,N,,,,,
DBP01,THE,RANGE_BILL_INST,CERTIFIED_TS,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RANGE_BILL_INST,BILLING_INSTRUCTION_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RANGE_BILL_INST,CERTIFIED_USERID,PROTECTED_A,VARCHAR2,30,N,,,Scramble,Used Data Masking tool,Not Unique
DBP01,THE,RANGE_BILL_INST,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RANGE_BILL_INST,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update range_bill_inst set,
DBP01,THE,RANGE_BILL_INST,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RANGE_BILL_INST,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RANGE_BILL_INST,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,100558 rows updated.,
DBP01,THE,RANGE_BILL_RATE,RANGE_BILL_RATE_ID,PUBLIC,NUMBER,10,N,3816,,,,
DBP01,THE,RANGE_BILL_RATE,CALENDAR_YEAR,PUBLIC,NUMBER,4,N,,,,,
DBP01,THE,RANGE_BILL_RATE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RANGE_BILL_RATE,RANGE_FILE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RANGE_BILL_RATE,RANGE_RATE_TYPE_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RANGE_BILL_RATE,REVENUE_CLASSN_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RANGE_BILL_RATE,RANGE_RATE,PUBLIC,NUMBER,"5,2",N,,,,,
DBP01,THE,RANGE_BILL_RATE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,THE@masking.nrs.bcgov> update range_bill_rate set,
DBP01,THE,RANGE_BILL_RATE,RNG_TENR_RATE_DESC,PUBLIC,VARCHAR2,200,Y,,,,  2   UPDATE_USERID = 'D';,
DBP01,THE,RANGE_PROVISION,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,62929,,,,
DBP01,THE,RANGE_PROVISION,CALENDAR_YEAR,PUBLIC,NUMBER,5,N,,,,3816 rows updated.,
DBP01,THE,RANGE_PROVISION,TOTAL_AUTHORIZED_GRAZBL_FORAGE,CONFIDENTIAL,NUMBER,10,Y,,,,,
DBP01,THE,RANGE_PROVISION,TOTAL_PRIVATE_LAND_GRAZ_FORAGE,CONFIDENTIAL,NUMBER,10,Y,,,,,
DBP01,THE,RANGE_PROVISION,NONUSE_FORAGE_TONNES,CONFIDENTIAL,NUMBER,5,Y,,,,,
DBP01,THE,RANGE_PROVISION,BILLABLE_NON_USE_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RANGE_PROVISION,MAX_NO_OF_CATTLE,CONFIDENTIAL,NUMBER,5,Y,,,,,
DBP01,THE,RANGE_PROVISION,MAX_NO_OF_HORSES,CONFIDENTIAL,NUMBER,5,Y,,,,,
DBP01,THE,RANGE_PROVISION,MAX_NO_OF_SHEEP,CONFIDENTIAL,NUMBER,5,Y,,,,,
DBP01,THE,RANGE_PROVISION,MAX_NO_OF_OTHER_LIVESTOCK,CONFIDENTIAL,NUMBER,5,Y,,,,,
DBP01,THE,RANGE_PROVISION,ENTRY_USERID,PUBLIC,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RANGE_PROVISION,ENTRY_TIMESTAMP,PROTECTED_A,DATE,7,N,,,,update range_provision set,
DBP01,THE,RANGE_PROVISION,UPDATE_USERID,PUBLIC,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RANGE_PROVISION,UPDATE_TIMESTAMP,PROTECTED_A,DATE,7,N,,,,,
DBP01,THE,RANGE_PROVISION,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,62938 rows updated.,
DBP01,THE,RANGE_TENURE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,9475,,,,
DBP01,THE,RANGE_TENURE,ADMIN_FOREST_DISTRICT_NO,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,RANGE_TENURE,HAY_CUTTING_AREA_NO,PUBLIC,VARCHAR2,4,Y,,,,,
DBP01,THE,RANGE_TENURE,DISTRICT_ADMN_ZONE,PUBLIC,VARCHAR2,4,Y,,,,,
DBP01,THE,RANGE_TENURE,AUTHORIZED_HARVEST_TONNES,CONFIDENTIAL,NUMBER,5,Y,,,,,
DBP01,THE,RANGE_TENURE,RETIREMENT_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,RANGE_TENURE,REPLACEMENT_TERM,CONFIDENTIAL,NUMBER,2,Y,,,,,
DBP01,THE,RANGE_TENURE,ORIGINAL_ISSUANCE_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,RANGE_TENURE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RANGE_TENURE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RANGE_TENURE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update range_tenure set,
DBP01,THE,RANGE_TENURE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RANGE_TENURE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RANGE_UNIT,RANGE_UNIT_STATUS_CODE,PUBLIC,VARCHAR2,2,Y,1397,,,9479 rows updated.,
DBP01,THE,RANGE_UNIT,RANGE_UNIT_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,RANGE_UNIT,ADMIN_FOREST_DISTRICT_NO,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,RANGE_UNIT,DISTRICT_ADMN_ZONE,PUBLIC,VARCHAR2,4,Y,,,,,
DBP01,THE,RANGE_UNIT,RANGE_UNIT_NAME,PUBLIC,VARCHAR2,30,Y,,,,,
DBP01,THE,RANGE_UNIT,STATUS_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,RANGE_UNIT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,THE@masking.nrs.bcgov> update range_unit set,
DBP01,THE,RANGE_UNIT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RANGE_UNIT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RANGE_UNIT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,1397 rows updated.,
DBP01,THE,RANGE_UNIT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RANGE_UNIT_PASTURE,RANGE_UNIT_ID,PUBLIC,VARCHAR2,10,N,5154,,,,
DBP01,THE,RANGE_UNIT_PASTURE,PASTURE_ID,PUBLIC,VARCHAR2,2,N,,,,,
DBP01,THE,RANGE_UNIT_PASTURE,PASTURE_NAME,PUBLIC,VARCHAR2,30,Y,,,,,
DBP01,THE,RANGE_UNIT_PASTURE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RANGE_UNIT_PASTURE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update range_unit_pasture set,
DBP01,THE,RANGE_UNIT_PASTURE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RANGE_UNIT_PASTURE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RANGE_UNIT_PASTURE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,5154 rows updated.,
DBP01,THE,REAL_PROPERTY_PROJECT,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,961,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,AMENDMENT_ID,PUBLIC,VARCHAR2,5,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,AMEND_STATUS_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,PROJECT_TYPE_CODE,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,AMEND_STATUS_DATE,PUBLIC,DATE,7,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,CURRENT_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,RPP_PROJECT_NUMBER,PUBLIC,VARCHAR2,30,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,AGENCY_ID,PUBLIC,VARCHAR2,25,Y,,,Set to NULL or Scramble,,
DBP01,THE,REAL_PROPERTY_PROJECT,PROJECT_NAME,PUBLIC,VARCHAR2,30,Y,,,,THE@masking.nrs.bcgov> update real_property_project set,
DBP01,THE,REAL_PROPERTY_PROJECT,PROJECT_START_DATE,PUBLIC,DATE,7,N,,,,"  2  agency_id = null, rpp_comment = null,",
DBP01,THE,REAL_PROPERTY_PROJECT,PROJECT_END_DATE,PUBLIC,DATE,7,N,,,,"  3  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,REAL_PROPERTY_PROJECT,RPP_COMMENT,PUBLIC,VARCHAR2,255,Y,,,Set to NULL or Scramble,,
DBP01,THE,REAL_PROPERTY_PROJECT,RETIREMENT_DATE,PUBLIC,DATE,7,Y,,,,961 rows updated.,
DBP01,THE,REAL_PROPERTY_PROJECT,REVISION_COUNT,PUBLIC,NUMBER,5,Y,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,REAL_PROPERTY_PROJECT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,REAL_PROPERTY_PROJECT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,REAL_PROPERTY_PROJECT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_ACCESS,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,2629,,,,
DBP01,THE,RECREATION_ACCESS,RECREATION_ACCESS_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RECREATION_ACCESS,RECREATION_SUB_ACCESS_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RECREATION_ACCESS,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_ACCESS,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_ACCESS,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update recreation_access set,
DBP01,THE,RECREATION_ACCESS,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_ACCESS,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_ACTIVITY,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,13887,,,2635 rows updated.,
DBP01,THE,RECREATION_ACTIVITY,RECREATION_ACTIVITY_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RECREATION_ACTIVITY,ACTIVITY_RANK,PUBLIC,NUMBER,1,Y,,,,,
DBP01,THE,RECREATION_ACTIVITY,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_ACTIVITY,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_ACTIVITY,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update recreation_activity set,
DBP01,THE,RECREATION_ACTIVITY,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_ACTIVITY,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,AGREEMENT_HOLDER_ID,PUBLIC,NUMBER,10,N,1077,,,13912 rows updated.,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,CLIENT_NUMBER,PUBLIC,VARCHAR2,8,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,CLIENT_LOCN_CODE,PUBLIC,VARCHAR2,2,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,AGREEMENT_START_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,AGREEMENT_END_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update recreation_agreement_holder set,
DBP01,THE,RECREATION_AGREEMENT_HOLDER,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_AGREEMENT_HOLDER,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_ATTACHMENT,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,3933,,,1088 rows updated.,
DBP01,THE,RECREATION_ATTACHMENT,RECREATION_ATTACHMENT_ID,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,RECREATION_ATTACHMENT,ATTACHMENT_FILE_NAME,PUBLIC,VARCHAR2,50,N,,,,,
DBP01,THE,RECREATION_ATTACHMENT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_ATTACHMENT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_ATTACHMENT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update recreation_attachment set,
DBP01,THE,RECREATION_ATTACHMENT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_ATTACHMENT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_COMMENT,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,5393,,,3979 rows updated.,
DBP01,THE,RECREATION_COMMENT,RECREATION_COMMENT_ID,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,RECREATION_COMMENT,REC_COMMENT_TYPE_CODE,PUBLIC,VARCHAR2,4,N,,,,,
DBP01,THE,RECREATION_COMMENT,CLOSURE_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_COMMENT,PROJECT_COMMENT,CONFIDENTIAL,VARCHAR2,2000,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_COMMENT,COMMENT_DATE,PUBLIC,DATE,7,Y,,,,update recreation_comment set,
DBP01,THE,RECREATION_COMMENT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D', project_comment = 'D';",
DBP01,THE,RECREATION_COMMENT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_COMMENT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,5767 rows updated.,
DBP01,THE,RECREATION_COMMENT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_COMMENT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,350,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,CAMPSITE_NUMBER,PUBLIC,NUMBER,3,N,,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,RECREATION_REMED_REPAIR_CODE,PUBLIC,VARCHAR2,2,N,,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,ESTIMATED_REPAIR_COST,CONFIDENTIAL,NUMBER,"7,2",Y,,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,REPAIR_COMPLETE_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,THE@masking.nrs.bcgov> update RECREATION_DEF_CS_RPR_HISTORY set,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_DEF_CS_RPR_HISTORY,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,350 rows updated.,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,9065,,,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,CAMPSITE_NUMBER,PUBLIC,NUMBER,3,N,,,,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,ESTIMATED_REPAIR_COST,CONFIDENTIAL,NUMBER,"7,2",Y,,,,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,RECREATION_REMED_REPAIR_CODE,PUBLIC,VARCHAR2,2,Y,,,,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,REPAIR_COMPLETE_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update RECREATION_DEFINED_CAMPSITE set,
DBP01,THE,RECREATION_DEFINED_CAMPSITE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_DEFINED_CAMPSITE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_DISTRICT_XREF,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,5184,,,9102 rows updated.,
DBP01,THE,RECREATION_DISTRICT_XREF,RECREATION_DISTRICT_CODE,PUBLIC,VARCHAR2,4,N,,,,,
DBP01,THE,RECREATION_DISTRICT_XREF,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,RECREATION_DISTRICT_XREF,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,RECREATION_DISTRICT_XREF,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,THE@masking.nrs.bcgov> update RECREATION_district_xref set,
DBP01,THE,RECREATION_DISTRICT_XREF,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"  2  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,RECREATION_DISTRICT_XREF,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_FEE,FEE_ID,PUBLIC,NUMBER,10,N,257,,,5200 rows updated.,
DBP01,THE,RECREATION_FEE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,RECREATION_FEE,FEE_AMOUNT,PUBLIC,NUMBER,"5,2",N,,,,,
DBP01,THE,RECREATION_FEE,FEE_START_DATE,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_FEE,FEE_END_DATE,PUBLIC,DATE,7,N,,,,,
DBP01,THE,RECREATION_FEE,MONDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,TUESDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,WEDNESDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,THURSDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,FRIDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,SATURDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,SUNDAY_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,RECREATION_FEE,RECREATION_FEE_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,RECREATION_FEE,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
